"Sample"	"MLST ST"	"MLST Formula short"	"Ogroup"	"Hgroup"	"stx"	"eae"	"amr genecount"	"amr genecount aquired"	"amr genecount points"	"amr genes"	"amr count classes"	"amr classes"	"amr count subclasses"	"amr subclasses"	"metal genecount"	"metal classes"	"biocide genecount"	"biocide classes"	"acid genecount"	"heat genecount"	"mobile amr genecount"	"mobile amr genes"	"plasmids contigs"	"plasmids cumulativelength"	"plasmids circular"	"count plasmidmarkers"	"plasmidmarkers"	"count vf"	"virulence factors"
"Ec_Lm_20_Ec4"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	18	185519	0	3	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107"	86	"aap/aspU;actA;aggA;aggB;aggC;aggD;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlC;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_20_Ec5"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	13	79748	1	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	136	"actA;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;inlA;inlB;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;ompA;paa;plcA;plcB;prfA;sepD;sepL;sepQ/escQ;stx1B;stx2A;stx2B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_20_Ec6"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	9	39743	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	137	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hlyB;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlJ;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_20_Ec7"	"11"	"12;12;8;12;15;2;2"	"O157"	"H7"	"stx2A;stx2B;stx2dB"	"eae;eaeH"	6	6	0	"acrF;blaEC;emrD;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	0	0	0	"None found"	9	88887	1	1	"IncFIB(AP001918)_1"	145	"actA;aslA;astA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;chuV;chuW;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espG;espH;espJ;espK;espL1;espL2;espL4;espM1;espM2;espN;espP;espR1;espR3;espR4;espW;espX1;espX2;espX4;espX5;espX6;espX7/nleL;espY1;espY2;espY3;espY4;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gtcA;hly;hlyA;hlyB;hlyC;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;lntA;lpeA;lspA;map;mpl;nleA/espI;nleB1;nleB2;nleC;nleD;nleE;nleF;nleH1;nleH2;oatA;ompA;paa;pdgA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;sepZ/espZ;shuA;shuS;shuT;shuX;shuY;stcE;stx2A;stx2B;tir;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ykgK/ecpR"
"Ec_Lm_20_Ec8"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	9	54683	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	136	"bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpP;csgB;csgD;csgF;csgG;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_30_Ec1"	"1046"	"11;3;12;38;2;1;2"	"O111"	"H8"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	1	0	0	"None found"	12	64212	1	0	"None found"	144	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espF;espG;espK;espL1;espM1;espM2;espN;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlF;iucA;iucB;iucC;iucD;iutA;lap;lapB;llsA;llsB;llsD;llsG;llsH;llsP;llsX;llsY;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleG7';nleH1;nleH2;oatA;ompA;ospG;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1A;stx1B;stx2A;stx2B;vip"
"Ec_Lm_30_Ec2"	"226"	"7;10;17;6;1;96;1"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	26	146346	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	96	"aap/aspU;actA;aggA;aggB;aggC;aggD;ami;aut;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lapB;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_30_Ec3"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	14	13	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaCTX-M-15;blaEC;blaTEM;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	10	"BETA-LACTAM;CEPHALOSPORIN;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	28	142194	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	91	"aap/aspU;aggA;aggB;aggC;aggD;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_30_Ec4"	"678"	"6;6;5;136;9;7;7"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	13	12	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;blaTEM-1;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	21	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	17	181262	0	3	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107"	90	"aap/aspU;actA;aggA;aggB;aggC;aggD;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlJ;inlK;irp1;irp2;iucA;iucC;iucD;lap;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_30_Ec5"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	12	77054	1	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	141	"actA;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stx2A;stx2B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_30_Ec6"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	11	43316	1	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	144	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyB;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;vip;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_30_Ec7"	"11"	"12;12;8;12;15;2;2"	"O157"	"H7"	"stx2B"	"eae;eaeH"	6	6	0	"acrF;blaEC;emrD;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	0	0	0	"None found"	9	88224	0	1	"IncFIB(AP001918)_1"	145	"actA;aslA;astA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;chuV;chuW;clpC;clpP;csgB;csgD;csgF;csgG;eae;east1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espG;espH;espJ;espK;espL1;espL2;espL4;espM1;espM2;espN;espP;espR1;espR3;espR4;espX1;espX2;espX4;espX5;espX6;espX7/nleL;espY1;espY2;espY3;espY4;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gtcA;hly;hlyA;hlyB;hlyC;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;lap;lapB;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleB2;nleC;nleD;nleE;nleF;nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;sepZ/espZ;shuA;shuS;shuT;shuX;shuY;stcE;stx2B;tir;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ykgK/ecpR"
"Ec_Lm_30_Ec8"	"21"	"16;4;12;16;9;7;7"	"O26"	"H11"	"stx1A;stx1B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	0	""	1	0	0	"None found"	9	69734	0	2	"IncB/O/K/Z_3;IncFIB(AP001918)_1"	139	"bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entE;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;espA;espD;espF;espG;espH;espK;espL1;espL2;espM1;espM2;espN;espP;espR1;espW;espX1;espX4;espX5;espX7/nleL;etgA;fbpA;fdeC;fepA;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;fyuA;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleF;nleG7';nleH1;nleH2;oatA;ompA;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1B;stxA;toxB;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
"Ec_Lm_40_Ec1"	"1046"	"11;3;12;38;2;1;2"	"O111"	"H8"	"stx1A;stx1B;stx2A;stx2B"	"eae;eaeH"	5	5	0	"acrF;blaEC;fosX;lin;mdtM"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	4	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE"	3	"TELLURIUM"	1	"EFFLUX"	1	0	0	"None found"	11	53518	0	0	"None found"	143	"actA;aut;bsh;cesAB;cesD;cesD2;cesF;cesL;cesT;cif;clpC;clpE;clpP;csgB;csgD;csgF;csgG;eae;east1;efa1;entA;entB;entC;entD;entF;entS;escC;escD;escE;escF;escG;escI;escJ;escL;escN;escO;escP;escR;escS;escT;escU;escV;espA;espB;espD;espF;espG;espK;espL1;espL2;espM1;espM2;espN;espR1;espW;espX1;espX4;espX5;etgA;fbpA;fdeC;fepB;fepC;fepD;fepG;fes;fimA;fimB;fimC;fimD;fimE;fimF;fimG;fimH;fimI;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hlyA;hlyB;hlyC;hlyD;hpt;iap/cwhA;inlA;inlB;inlC;inlF;iucA;iucB;iucC;iucD;iutA;lap;lapB;llsA;llsB;llsD;llsG;llsH;llsP;llsX;llsY;lntA;lpeA;lplA1;lspA;map;mpl;nleA/espI;nleB1;nleC;nleE;nleG7';nleH1;nleH2;oatA;ompA;ospG;paa;pdgA;plcA;plcB;prfA;prsA2;sepD;sepL;sepQ/escQ;stx1A;stx1B;stx2A;stx2B;vip"
"Ec_Lm_40_Ec2"	"226"	"7;10;17;6;1;96;1"	"O104"	"H4"	"stx2A;stx2B"	"eaeH"	12	11	1	"acrF;aph(3'')-Ib;aph(6)-Id;blaEC;dfrA7;fosX;gyrA_S83A;lin;mdtM;sul1;sul2;tet(A)"	9	"AMINOGLYCOSIDE;BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	9	"BETA-LACTAM;EFFLUX;FOSFOMYCIN;LINCOSAMIDE;QUINOLONE;STREPTOMYCIN;SULFONAMIDE;TETRACYCLINE;TRIMETHOPRIM"	22	"COPPER;COPPER/SILVER;MERCURY;SILVER;TELLURIUM"	3	"EFFLUX;QUATERNARY AMMONIUM"	1	0	0	"None found"	26	143149	0	4	"Col440I_1;IncFIB(AP001918)_1;IncFII(pRSB107)_1_pRSB107;IncI1_1_Alpha"	96	"aap/aspU;actA;aggA;aggB;aggC;aggD;ami;aut;bsh;clpC;clpE;clpP;csgB;csgD;csgF;csgG;entA;entB;entC;entD;entE;entF;entS;espL1;espR1;espX1;espX4;espX5;fbpA;fdeC;fepB;fepC;fepD;fepG;fes;fyuA;gspC;gspD;gspE;gspF;gspG;gspH;gspI;gspJ;gspK;gspL;gspM;gtcA;hly;hpt;iap/cwhA;inlA;inlB;inlC;inlF;inlJ;inlK;irp1;irp2;iucA;iucB;iucC;iucD;iutA;lap;lapB;lntA;lpeA;lplA1;lspA;mpl;oatA;ompA;pdgA;pic;plcA;plcB;prfA;prsA2;sigA;stx2A;stx2B;yagV/ecpE;yagW/ecpD;yagX/ecpC;yagY/ecpB;yagZ/ecpA;ybtA;ybtE;ybtP;ybtQ;ybtS;ybtT;ybtU;ybtX;ykgK/ecpR"
